date,symbol,open,high,low,close,volume
2009-01-02 00:00:00-05:00,AAPL,2.578127675285595,2.733031814252767,2.5565134984726914,2.724325180053711,746015200
2009-01-02 00:00:00-05:00,AMZN,2.567500114440918,2.7265000343322754,2.553499937057495,2.7179999351501465,145928000
2009-01-02 00:00:00-05:00,GOOGL,7.669823503672117,7.998387937500127,7.592776834113971,7.985961437225342,144275580
2009-01-02 00:00:00-05:00,MSFT,14.287721046675053,14.92419322346174,14.170668660245903,14.8729829788208,50084000
2009-01-02 00:00:00-05:00,s&p,902.989990234375,934.72998046875,899.3499755859375,931.7999877929688,4048270000
2009-01-05 00:00:00-05:00,AAPL,2.7969744081822054,2.887334824693686,2.7831646377931953,2.8393025398254395,1181608400
2009-01-05 00:00:00-05:00,AMZN,2.7864999771118164,2.7869999408721924,2.6514999866485596,2.703000068664551,190196000
2009-01-05 00:00:00-05:00,GOOGL,7.978008452676011,8.232509245276376,7.828886657726282,8.153225898742676,195364440
2009-01-05 00:00:00-05:00,MSFT,14.777873455488345,15.121714550269987,14.675451605365312,15.011978149414062,61475200
2009-01-05 00:00:00-05:00,s&p,929.1699829101562,936.6300048828125,919.530029296875,927.4500122070312,5413910000
2009-01-06 00:00:00-05:00,AAPL,2.880429621139736,2.9170537895456583,2.7735579930640233,2.792470693588257,1289310400
2009-01-06 00:00:00-05:00,AMZN,2.7274999618530273,2.9110000133514404,2.6875,2.868000030517578,221602000
2009-01-06 00:00:00-05:00,GOOGL,8.27575504621526,8.470110445614965,8.111969596772303,8.302597045898438,256750992
2009-01-06 00:00:00-05:00,MSFT,15.180234601582345,15.363128994372495,15.077814188139376,15.18755054473877,58083400
2009-01-06 00:00:00-05:00,s&p,931.1699829101562,943.8499755859375,927.280029296875,934.7000122070312,5392620000
2009-01-07 00:00:00-05:00,AAPL,2.756147891206644,2.776861048063039,2.7096160356378074,2.732131242752075,753048800
2009-01-07 00:00:00-05:00,AMZN,2.814500093460083,2.8475000858306885,2.7674999237060547,2.809999942779541,158854000
2009-01-07 00:00:00-05:00,GOOGL,8.159935759556939,8.224306353270535,7.922087159291467,8.003108978271484,179600220
2009-01-07 00:00:00-05:00,MSFT,14.770550914961465,14.843708947994827,14.251130136260679,14.273077964782715,72709900
2009-01-07 00:00:00-05:00,s&p,927.4500122070312,927.4500122070312,902.3699951171875,906.6500244140625,4704940000
2009-01-08 00:00:00-05:00,AAPL,2.714719117768129,2.7963738930985484,2.7030108049344865,2.7828643321990967,673500800
2009-01-08 00:00:00-05:00,AMZN,2.749500036239624,2.865999937057495,2.7290000915527344,2.8580000400543213,131558000
2009-01-08 00:00:00-05:00,GOOGL,7.910406144380156,8.082144737243652,7.887043471134802,8.082144737243652,143883972
2009-01-08 00:00:00-05:00,MSFT,14.360874485514673,14.770559140500366,14.302348305570172,14.719348907470703,70255400
2009-01-08 00:00:00-05:00,s&p,905.72998046875,910.0,896.8099975585938,909.72998046875,4991550000
2009-01-09 00:00:00-05:00,AAPL,2.798174643533193,2.8032777780003406,2.7060128046149536,2.719221353530884,546845600
2009-01-09 00:00:00-05:00,AMZN,2.8459999561309814,2.8499999046325684,2.734999895095825,2.7755000591278076,133682000
2009-01-09 00:00:00-05:00,GOOGL,8.139556180269558,8.139556180269558,7.7891203654439485,7.830626010894775,173446380
2009-01-09 00:00:00-05:00,MSFT,14.75591871189243,14.851023176028788,14.199919626320757,14.280393600463867,49815300
2009-01-09 00:00:00-05:00,s&p,909.9099731445312,911.9299926757812,888.3099975585938,890.3499755859375,4716500000
2009-01-12 00:00:00-05:00,AAPL,2.715619056270485,2.731530079183611,2.628260939108367,2.661583423614502,617716400
2009-01-12 00:00:00-05:00,AMZN,2.7060000896453857,2.7149999141693115,2.5434999465942383,2.5959999561309814,191126000
2009-01-12 00:00:00-05:00,GOOGL,7.861444778519643,7.927058024384801,7.710334939687961,7.771474361419678,132039828
2009-01-12 00:00:00-05:00,MSFT,14.41939677554887,14.477924335078628,14.119450009827958,14.243818283081055,52163500
2009-01-12 00:00:00-05:00,s&p,890.4000244140625,890.4000244140625,864.3200073242188,870.260009765625,4725050000
2009-01-13 00:00:00-05:00,AAPL,2.648976014952118,2.6940058281770507,2.592238085549881,2.6330649852752686,798397600
2009-01-13 00:00:00-05:00,AMZN,2.5480000972747803,2.6644999980926514,2.5374999046325684,2.572499990463257,157664000
2009-01-13 00:00:00-05:00,GOOGL,7.748608925494795,7.96806593453286,7.714311501479371,7.811985969543457,177122700
2009-01-13 00:00:00-05:00,MSFT,14.280401297687064,14.624242416895134,14.280401297687064,14.499874114990234,65843500
2009-01-13 00:00:00-05:00,s&p,869.7899780273438,877.02001953125,862.02001953125,871.7899780273438,5567460000
2009-01-14 00:00:00-05:00,AAPL,2.588934991429266,2.619255003484755,2.543304167895206,2.5616166591644287,1021664000
2009-01-14 00:00:00-05:00,AMZN,2.505000114440918,2.505000114440918,2.4070000648498535,2.424499988555908,208852000
2009-01-14 00:00:00-05:00,GOOGL,7.704618356900804,7.799061649660533,7.400161061108076,7.480190277099609,218497284
2009-01-14 00:00:00-05:00,MSFT,14.2877188377999,14.397455258690211,13.907297943030812,13.965824127197266,80257500
2009-01-14 00:00:00-05:00,s&p,867.280029296875,867.280029296875,836.9299926757812,842.6199951171875,5407880000
2009-01-15 00:00:00-05:00,AAPL,2.4187205848163544,2.525292222151092,2.4031103697704146,2.5030770301818848,1831634000
2009-01-15 00:00:00-05:00,AMZN,2.427999973297119,2.6115000247955322,2.381500005722046,2.572000026702881,232346000
2009-01-15 00:00:00-05:00,GOOGL,7.395688279385478,7.5450577450378,7.127766026124383,7.4309797286987305,237142620
2009-01-15 00:00:00-05:00,MSFT,13.951184691813156,14.119447205925434,13.548817567566658,14.075552940368652,96169800
2009-01-15 00:00:00-05:00,s&p,841.989990234375,851.5900268554688,817.0399780273438,843.739990234375,7807350000
2009-01-16 00:00:00-05:00,AAPL,2.5306950379339277,2.533096501258212,2.4136171375834206,2.471555471420288,1047625600
2009-01-16 00:00:00-05:00,AMZN,2.5899999141693115,2.616499900817871,2.4765000343322754,2.5794999599456787,165164000
2009-01-16 00:00:00-05:00,GOOGL,7.580846651153265,7.661124016498636,7.349211301334343,7.447879791259766,208767024
2009-01-16 00:00:00-05:00,MSFT,14.360869288014689,14.565711541370826,14.009712335438763,14.419395446777344,79634100
2009-01-16 00:00:00-05:00,s&p,844.4500122070312,858.1300048828125,830.6599731445312,850.1199951171875,6786040000
2009-01-20 00:00:00-05:00,AAPL,2.459546839725418,2.46164829522182,2.347572088241577,2.347572088241577,919914800
2009-01-20 00:00:00-05:00,AMZN,2.5374999046325684,2.5850000381469727,2.4135000705718994,2.421999931335449,135344000
2009-01-20 00:00:00-05:00,GOOGL,7.434708598510988,7.4436557737330205,7.027358055114746,7.027358055114746,201726072
2009-01-20 00:00:00-05:00,MSFT,14.236501882331563,14.353555602269566,13.43908344450293,13.519556045532227,89873000
2009-01-20 00:00:00-05:00,s&p,849.6400146484375,849.6400146484375,804.469970703125,805.219970703125,6375230000
